,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,9995,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19306187.0,19306187.0,,1,,,,2023-03-02T17:45:00.000Z,23271.644699405482,21040235374.065643,-16.537,-0.08604218,-1.95823029,-2.70624945,0.43170876,40.30699168,37.27963114,449286724364.281,42.3309,488704538687.52,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
1,1027,Ethereum,ETH,ethereum,6516,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-02T17:45:00.000Z,1625.2935954499928,7036372061.295544,-12.833,0.08108807,-1.97135256,-1.93095294,1.91286986,35.37455486,26.89171424,198893461014.2446,18.7393,198893461014.24,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
2,825,Tether,USDT,tether,48675,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,71062808809.48134,73141766321.23428,,3,,,,2023-03-02T17:45:00.000Z,1.000081890949345,29715026565.013214,-15.5588,-0.00262299,-0.00995464,-0.00343525,-0.00091627,0.04205634,0.00171734,71068628210.35786,6.6973,73147755969.92,,2023-03-02T17:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-02 17:47:54.683718
3,1839,BNB,BNB,bnb,1204,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157894817.26532254,159979963.59042934,,4,,,,2023-03-02T17:45:00.000Z,297.34996856991205,370351983.5145474,-5.3204,0.06981115,-1.80848642,-3.75315065,-4.80629715,21.29568306,2.47090737,46950018951.19566,4.4235,47570037145.43,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
4,3408,USD Coin,USDC,usd-coin,10413,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,42932567659.56862,42932567659.56862,,5,,,,2023-03-02T17:45:00.000Z,1.0002500331305593,3568207954.393588,-5.0,0.03108752,0.01917736,0.01610533,0.00590625,0.01325695,0.02129995,42943302223.86349,4.0491,42943302223.86,,2023-03-02T17:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-02 17:47:54.683718
5,52,XRP,XRP,xrp,897,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-02T17:45:00.000Z,0.3759972806925551,849740708.6511806,-12.9312,0.29464509,-1.54084126,-3.25641435,-7.11498148,11.13282708,-3.59557293,19157404717.627094,1.805,37599728069.26,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
6,2010,Cardano,ADA,cardano,660,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34670958937.544,35538184453.812,,7,,,,2023-03-02T17:45:00.000Z,0.3466508533970143,240089643.65727443,-11.0109,-0.03796419,-4.03275931,-9.67391212,-10.64947888,39.53820482,9.30926271,12018717503.792467,1.1326,15599288402.87,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
7,74,Dogecoin,DOGE,dogecoin,649,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2023-03-02T17:45:00.000Z,0.08008755413419692,235262458.86719254,-28.201,0.05353018,-2.18142047,-5.31853198,-15.850121,14.50741544,-19.05269727,10625277017.89305,1.0011,10625277017.89,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
8,3890,Polygon,MATIC,polygon,596,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,9,,,,2023-03-02T17:45:00.000Z,1.1962365080516757,370167429.2673799,-34.245,0.03102923,-2.74201568,-11.67533887,6.77005124,57.47077669,30.18973568,10448309436.849571,0.9844,11962365080.52,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
9,4687,Binance USD,BUSD,binance-usd,6337,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,10086531691.313375,10086531691.313375,,10,,,,2023-03-02T17:45:00.000Z,1.000417227410537,5668691871.6248,-10.0969,0.04777982,0.01169603,0.01405807,0.02246489,0.00237171,0.02759982,10090740068.81224,0.9507,10090740068.81,,2023-03-02T17:45:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-02 17:47:54.683718
10,5426,Solana,SOL,solana,436,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,378852062.5364512,539312704.8875339,,11,,,,2023-03-02T17:45:00.000Z,21.81356956462905,333484546.98412395,-11.93,0.23561103,-3.25060549,-8.78496286,-9.99094978,119.90927914,60.27544519,8264115820.842073,0.7792,11764335205.15,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
11,6636,Polkadot,DOT,polkadot-new,475,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1162447288.9016733,1288870959.2068534,,12,904869778.0,5676443906.370203,,2023-03-02T17:45:00.000Z,6.273216372544385,221454745.9849352,-19.5567,0.04695238,-3.03517706,-12.26670057,-0.2198405,44.10599568,11.99000666,7292283364.95781,0.6871,8085366403.39,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
12,2,Litecoin,LTC,litecoin,880,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72394189.83882631,84000000.0,,13,,,,2023-03-02T17:45:00.000Z,94.46023622159966,463645430.09876674,-15.6756,0.13757539,-3.38744612,-0.29976411,-0.09630975,32.99414023,23.21266781,6838372273.246863,0.6443,7934659842.61,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
13,5994,Shiba Inu,SHIB,shiba-inu,490,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2023-03-02T17:45:00.000Z,1.1854942716640914e-05,190876688.69688597,8.0641,0.30528004,-3.40915536,-9.34323668,-0.48319346,46.57281258,28.49330957,6509113718.889595,0.6134,6991275003.49,,2023-03-02T17:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-02 17:47:54.683718
14,1958,TRON,TRX,tron,731,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91406390636.27827,91406460657.36938,,15,71659659264.0,4963229460.374277,,2023-03-02T17:45:00.000Z,0.06926113675881904,214608338.6132984,-0.9405,0.07818284,-1.13242962,-0.92324997,10.78026398,26.24259507,27.79488164,6330910522.4893055,0.5965,6330915372.23,,2023-03-02T17:45:00.000Z,,,,,,2023-03-02 17:47:54.683718
0,1,Bitcoin,BTC,bitcoin,9995,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19306187.0,19306187.0,,1,,,,2023-03-02T17:46:00.000Z,23271.792745726696,21038524129.956154,-16.5709,-0.13573261,-1.97104914,-2.80249381,0.42597863,40.29019438,37.28081771,449289582574.24304,42.3637,488707647660.26,,2023-03-02T17:46:00.000Z,,,,,,2023-03-02 17:48:55.097348
1,1027,Ethereum,ETH,ethereum,6516,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-02T17:46:00.000Z,1625.002854855112,7034152931.863383,-12.8845,0.02010293,-2.02286119,-2.02032283,1.87838459,35.34326151,26.85145385,198857881963.58255,18.7504,198857881963.58,,2023-03-02T17:46:00.000Z,,,,,,2023-03-02 17:48:55.097348
2,825,Tether,USDT,tether,48675,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,71062808809.48134,73141766321.23428,,3,,,,2023-03-02T17:46:00.000Z,1.0000910680984851,29719745720.71015,-15.5532,0.0011777,-0.00770502,-0.00353282,-0.00239652,0.04121881,0.00349127,71069280364.35263,6.6974,73148427202.81,,2023-03-02T17:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-02 17:48:55.097348
3,1839,BNB,BNB,bnb,1204,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157894817.26532254,159979963.59042934,,4,,,,2023-03-02T17:46:00.000Z,297.3532305834792,370367034.0568389,-5.324,0.03516113,-1.82415792,-3.80256618,-4.82805535,21.30845663,2.45539293,46950534006.231766,4.427,47570559002.24,,2023-03-02T17:46:00.000Z,,,,,,2023-03-02 17:48:55.097348
4,3408,USD Coin,USDC,usd-coin,10413,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,42932567659.56862,42932567659.56862,,5,,,,2023-03-02T17:46:00.000Z,1.0002166236258736,3568759669.724379,-4.9548,-0.00914139,0.01083995,0.01997397,0.014457,0.01077314,0.01204788,42941867868.0431,4.049,42941867868.04,,2023-03-02T17:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-02 17:48:55.097348
5,52,XRP,XRP,xrp,897,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-02T17:46:00.000Z,0.37592905376098346,849783003.2548237,-12.9473,0.26530115,-1.63129292,-3.35186675,-7.17564625,11.08920318,-3.59460632,19153928493.175808,1.806,37592905376.1,,2023-03-02T17:46:00.000Z,,,,,,2023-03-02 17:48:55.097348
6,2010,Cardano,ADA,cardano,660,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34670958937.544,35538184453.812,,7,,,,2023-03-02T17:46:00.000Z,0.3467281030725455,240161385.9247177,-10.9348,-0.03926956,-4.10935249,-9.73532006,-10.71409396,39.51027573,9.33488698,12021395824.120747,1.1329,15602764638.26,,2023-03-02T17:46:00.000Z,,,,,,2023-03-02 17:48:55.097348
7,74,Dogecoin,DOGE,dogecoin,649,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2023-03-02T17:46:00.000Z,0.08009982352312442,235290070.62805068,-28.1891,0.08600749,-2.21392914,-5.34789335,-15.81322337,14.5271322,-19.0354069,10626904807.099552,1.0012,10626904807.1,,2023-03-02T17:46:00.000Z,,,,,,2023-03-02 17:48:55.097348
8,3890,Polygon,MATIC,polygon,596,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,9,,,,2023-03-02T17:46:00.000Z,1.1957545442202153,370173306.317378,-34.2587,-0.02050416,-2.8851022,-11.79793736,6.69419817,57.36322597,30.14414057,10444099811.733992,0.9848,11957545442.2,,2023-03-02T17:46:00.000Z,,,,,,2023-03-02 17:48:55.097348
9,4687,Binance USD,BUSD,binance-usd,6337,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,10086531691.313375,10086531691.313375,,10,,,,2023-03-02T17:46:00.000Z,1.000280474144102,5668688195.929112,-10.1212,0.00503358,-0.00537582,0.00871606,0.02157129,-0.01191421,0.02150278,10089360702.656454,0.9506,10089360702.66,,2023-03-02T17:46:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-02 17:48:55.097348
