,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4,3408,USD Coin,USDC,usd-coin,10414,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,42995383270.46862,42995383270.46862,,5,,,,2023-03-02T19:15:00.000Z,1.000266772532467,3652651292.8752933,-3.1806,-0.00292334,0.02898005,0.01142998,0.03138101,0.0164344,0.02799392,43006853257.74807,4.0222,43006853257.75,,2023-03-02T19:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-02 19:16:35.080521
5,52,XRP,XRP,xrp,897,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-02T19:15:00.000Z,0.37910399916977106,845369510.3040864,-10.5009,0.83924874,-1.16067073,-2.71467899,-7.0092621,11.63416965,-2.92480453,19315694860.316772,1.8061,37910399916.98,,2023-03-02T19:15:00.000Z,,,,,,2023-03-02 19:16:35.080521
6,2010,Cardano,ADA,cardano,660,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34670956430.507,35538184453.812,,7,,,,2023-03-02T19:15:00.000Z,0.3493545130624943,245008655.92126873,-7.1277,0.71232836,-3.11826221,-8.81751847,-10.3939186,40.26838026,9.72253308,12112455101.190731,1.1326,15720953087.81,,2023-03-02T19:15:00.000Z,,,,,,2023-03-02 19:16:35.080521
7,74,Dogecoin,DOGE,dogecoin,649,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2023-03-02T19:15:00.000Z,0.08069805661462771,236515383.24646968,-18.2321,0.63037174,-1.37575846,-4.34902749,-15.04990655,14.79233327,-18.29151064,10706272848.578783,1.0011,10706272848.58,,2023-03-02T19:15:00.000Z,,,,,,2023-03-02 19:16:35.080521
8,3890,Polygon,MATIC,polygon,596,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,9,,,,2023-03-02T19:15:00.000Z,1.2184832739139855,381641608.1269452,-30.7783,1.73214728,-0.8614673,-9.71513708,8.96117189,60.39708344,32.66831416,10642619752.689316,0.9952,12184832739.14,,2023-03-02T19:15:00.000Z,,,,,,2023-03-02 19:16:35.080521
9,4687,Binance USD,BUSD,binance-usd,6337,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,9848693447.853376,9848693447.853376,,10,,,,2023-03-02T19:15:00.000Z,1.0002225119660548,5817812587.806494,-6.7199,-0.00350631,0.00672213,-0.01716901,-0.01311933,-0.01289666,-0.01081614,9850884899.99553,0.9211,9850884900.0,,2023-03-02T19:15:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-02 19:16:35.080521
10,5426,Solana,SOL,solana,436,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,378851963.4947555,539312704.8875339,,11,,,,2023-03-02T19:15:00.000Z,22.080729266170806,333540187.1830158,-11.3346,1.20216171,-1.27059152,-7.3914115,-8.67282345,120.72910783,62.16733832,8365327637.884922,0.7824,11908417826.43,,2023-03-02T19:15:00.000Z,,,,,,2023-03-02 19:16:35.080521
11,6636,Polkadot,DOT,polkadot-new,475,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1162502055.6507883,1288925725.9559684,,12,904869778.0,5717548972.291886,,2023-03-02T19:15:00.000Z,6.318642871385507,220663324.92211968,-18.1845,0.89395928,-1.90401845,-11.15934885,0.41152007,44.58429317,12.67528975,7345435326.908852,0.6868,8144261350.06,,2023-03-02T19:15:00.000Z,,,,,,2023-03-02 19:16:35.080521
12,2,Litecoin,LTC,litecoin,880,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72394814.83882631,84000000.0,,13,,,,2023-03-02T19:15:00.000Z,94.95262316403833,465284236.2391125,-15.7326,0.54025677,-2.51222974,0.39709087,0.36996153,33.63008944,23.74790029,6874077572.421405,0.6428,7976020345.78,,2023-03-02T19:15:00.000Z,,,,,,2023-03-02 19:16:35.080521
13,5994,Shiba Inu,SHIB,shiba-inu,490,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2023-03-02T19:15:00.000Z,1.2017102698041393e-05,191815942.9356579,8.5186,1.28041156,-1.62421287,-8.47337807,0.94718182,48.15100713,30.04575031,6598149809.979861,0.617,7086906425.05,,2023-03-02T19:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-02 19:16:35.080521
14,1958,TRON,TRX,tron,731,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91405023472.9462,91405050349.77472,,15,71659659264.0,4985472253.770276,,2023-03-02T19:15:00.000Z,0.06957153166753685,212825870.0124608,-0.9274,0.39363982,-0.85722002,-0.20014043,11.61528219,26.71947483,28.22435868,6359187485.120026,0.5946,6359189354.98,,2023-03-02T19:15:00.000Z,,,,,,2023-03-02 19:16:35.080521
0,1,Bitcoin,BTC,bitcoin,9995,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19306268.0,19306268.0,,1,,,,2023-03-02T19:16:00.000Z,23438.274070567863,21385073567.604942,-14.4565,0.58885709,-1.00524495,-2.14689805,1.27219125,41.11950319,38.27197517,452505600663.83405,42.3115,492203755481.93,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
1,1027,Ethereum,ETH,ethereum,6516,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-02T19:16:00.000Z,1639.7900625552836,7235902686.82104,-9.3845,0.87747372,-0.87662665,-0.63868727,2.95014674,36.34624445,27.96508051,200667449740.41818,18.7755,200667449740.42,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
2,825,Tether,USDT,tether,48676,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,71062808809.48134,73141766321.23428,,3,,,,2023-03-02T19:16:00.000Z,1.0001193567427094,30063280208.844067,-14.1414,0.00259198,0.00280046,-0.00044889,0.00150521,0.05201941,0.00431833,71071290634.86862,6.6455,73150496284.22,,2023-03-02T19:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-02 19:17:35.582252
3,1839,BNB,BNB,bnb,1204,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157894785.36086294,159979963.59042934,,4,,,,2023-03-02T19:16:00.000Z,299.15582474849964,371738167.2974148,-5.0811,0.49418364,-1.12361755,-3.27441011,-4.40062217,22.02129424,3.27263276,47235144738.11628,4.4196,47858937951.13,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
4,3408,USD Coin,USDC,usd-coin,10414,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,42995383270.46862,42995383270.46862,,5,,,,2023-03-02T19:16:00.000Z,1.000310397786514,3642363656.202336,-3.4782,0.00350908,0.03113261,0.00971782,0.03445969,0.02656137,0.0317518,43008728942.26609,4.0224,43008728942.27,,2023-03-02T19:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-02 19:17:35.582252
5,52,XRP,XRP,xrp,897,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-02T19:16:00.000Z,0.3787507099496821,845024203.762856,-10.4743,0.688571,-1.27790603,-2.88063406,-7.01494091,11.49409159,-2.98121231,19297694452.0182,1.8056,37875070994.97,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
6,2010,Cardano,ADA,cardano,660,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34670956430.507,35538184453.812,,7,,,,2023-03-02T19:16:00.000Z,0.34879742343299347,245049753.59257638,-7.132,0.49880933,-3.28678688,-9.05825619,-10.53598723,39.9978284,9.56733331,12093140270.918419,1.1308,15695884054.48,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
7,74,Dogecoin,DOGE,dogecoin,649,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2023-03-02T19:16:00.000Z,0.08060936676026108,236746020.81741863,-18.0785,0.49087477,-1.49116557,-4.51362797,-15.02994945,14.64372272,-18.37130085,10694506297.814314,1.0,10694506297.81,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
8,3890,Polygon,MATIC,polygon,596,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,9,,,,2023-03-02T19:16:00.000Z,1.2162587140833567,382181852.5540921,-30.7163,1.45306547,-1.04228615,-10.05236978,8.85924861,60.05055313,32.43423315,10623189740.88584,0.994,12162587140.83,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
9,4687,Binance USD,BUSD,binance-usd,6337,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,9848693447.853376,9848693447.853376,,10,,,,2023-03-02T19:16:00.000Z,1.0003172065714425,5824102172.270062,-6.6273,-0.01072936,-0.00033342,-0.00640527,-0.00564768,-0.00773837,0.02949136,9851817518.135159,0.9212,9851817518.14,,2023-03-02T19:16:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-02 19:17:35.582252
10,5426,Solana,SOL,solana,436,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,378851963.4947555,539312704.8875339,,11,,,,2023-03-02T19:16:00.000Z,22.042181272219512,333643451.01489997,-11.3355,0.98161946,-1.41520174,-7.63549946,-8.72832126,120.27560156,61.88980576,8350723654.68769,0.781,11887628403.54,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
11,6636,Polkadot,DOT,polkadot-new,475,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1162502055.6507883,1288925725.9559684,,12,904869778.0,5706699216.6422,,2023-03-02T19:16:00.000Z,6.306652465789614,220660263.99445006,-18.2317,0.64585789,-2.12297184,-11.40421919,0.28247821,44.28614365,12.42989878,7331496455.755539,0.686,8128806607.82,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
12,2,Litecoin,LTC,litecoin,880,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72394814.83882631,84000000.0,,13,,,,2023-03-02T19:16:00.000Z,94.8469495183169,465369942.26567745,-15.7445,0.37620889,-2.66330866,0.23367734,0.30803577,33.42344049,23.63210874,6866427348.406059,0.6421,7967143759.54,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
13,5994,Shiba Inu,SHIB,shiba-inu,490,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2023-03-02T19:16:00.000Z,1.1999900035377532e-05,191711994.37197053,8.2785,1.12083243,-1.77600134,-8.90019925,0.85542999,47.93416656,29.87789632,6588704459.61224,0.6161,7076761412.26,,2023-03-02T19:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-02 19:17:35.582252
14,1958,TRON,TRX,tron,731,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91405023472.9462,91405050349.77472,,15,71659659264.0,4982554204.191357,,2023-03-02T19:16:00.000Z,0.06953081071506666,212895312.14576253,-0.8773,0.31349731,-0.90378018,-0.32387292,11.60366367,26.63945447,28.13266534,6355465385.503647,0.5943,6355467254.27,,2023-03-02T19:16:00.000Z,,,,,,2023-03-02 19:17:35.582252
0,1,Bitcoin,BTC,bitcoin,9995,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19306268.0,19306268.0,,1,,,,2023-03-02T19:17:00.000Z,23432.347048266238,21391536043.763924,-14.4455,0.56533822,-1.02026262,-2.19397715,1.24202444,41.08608743,38.23010562,452391171982.8369,42.3008,492079288013.59,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
1,1027,Ethereum,ETH,ethereum,6516,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-02T19:17:00.000Z,1639.4058099012884,7240265762.713468,-9.3482,0.84470303,-0.89231719,-0.69050601,2.92556226,36.31056673,27.92702816,200620427257.54434,18.7711,200620427257.54,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
2,825,Tether,USDT,tether,48676,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,71062808809.48134,73141766321.23428,,3,,,,2023-03-02T19:17:00.000Z,1.0001107034162415,30058419107.88348,-14.2174,0.00159189,0.00181672,-0.00257467,0.00043064,0.0509846,0.00373649,71070675705.18427,6.6454,73149863364.64,,2023-03-02T19:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-02 19:18:37.620627
3,1839,BNB,BNB,bnb,1204,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157894785.36086294,159979963.59042934,,4,,,,2023-03-02T19:17:00.000Z,299.17499096030724,371790335.01839674,-5.0887,0.5145553,-1.09324476,-3.2607944,-4.4056024,22.01619001,3.2602879,47238170983.01582,4.4199,47862004161.0,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
4,3408,USD Coin,USDC,usd-coin,10414,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,42995383270.46862,42995383270.46862,,5,,,,2023-03-02T19:17:00.000Z,1.0002879399155082,3629997339.9782267,-4.5611,0.00200216,0.03065267,0.0055784,0.03069414,0.01917645,0.02353971,43007763357.49477,4.0223,43007763357.49,,2023-03-02T19:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-02 19:18:37.620627
5,52,XRP,XRP,xrp,897,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-02T19:17:00.000Z,0.3787340244842925,844921404.074359,-10.4542,0.68994687,-1.28741341,-2.89340026,-7.03234454,11.48834086,-2.9897126,19296844312.32362,1.8055,37873402448.43,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
6,2010,Cardano,ADA,cardano,660,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34670956430.507,35538184453.812,,7,,,,2023-03-02T19:17:00.000Z,0.348658431106775,244874393.90932983,-7.1976,0.46143802,-3.30918575,-9.10422141,-10.58271214,39.93277287,9.4982852,12088321274.031925,1.1303,15689629399.8,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
7,74,Dogecoin,DOGE,dogecoin,649,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2023-03-02T19:17:00.000Z,0.08061056552451688,236880076.9580918,-18.0245,0.48424338,-1.47917431,-4.52826725,-15.02319838,14.64157542,-18.38674832,10694665338.784348,1.0006,10694665338.78,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
8,3890,Polygon,MATIC,polygon,596,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,9,,,,2023-03-02T19:17:00.000Z,1.2158113940321893,382789768.8846197,-30.6082,1.42541606,-1.06303909,-10.10480172,8.81633745,59.94807371,32.34517861,10619282705.545881,0.9936,12158113940.32,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
9,4687,Binance USD,BUSD,binance-usd,6337,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,9848693447.853376,9848693447.853376,,10,,,,2023-03-02T19:17:00.000Z,1.000190933432246,5825858007.791201,-6.6171,0.0162661,-0.00658589,-0.00451352,0.00013638,0.00950834,0.00904988,9850573892.696514,0.9217,9850573892.7,,2023-03-02T19:17:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-02 19:18:37.620627
10,5426,Solana,SOL,solana,436,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,378851963.4947555,539312704.8875339,,11,,,,2023-03-02T19:17:00.000Z,22.03780086387525,333790472.68753374,-11.3102,0.96400289,-1.42197511,-7.67368064,-8.74394466,120.22630405,61.84922826,8349064128.385558,0.7808,11885265993.67,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
11,6636,Polkadot,DOT,polkadot-new,475,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1162502055.6507883,1288925725.9559684,,12,904869778.0,5705148134.554881,,2023-03-02T19:17:00.000Z,6.304938316278789,220829645.3928062,-18.191,0.61691769,-2.14172628,-11.45485076,0.26665434,44.25609115,12.38119018,7329503753.425512,0.6858,8126597196.42,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
12,2,Litecoin,LTC,litecoin,880,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72394814.83882631,84000000.0,,13,,,,2023-03-02T19:17:00.000Z,94.84272716132425,465148894.419508,-15.793,0.37322478,-2.66189431,0.22741157,0.30662908,33.42055486,23.62010711,6866121671.653392,0.6424,7966789081.55,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
13,5994,Shiba Inu,SHIB,shiba-inu,490,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2023-03-02T19:17:00.000Z,1.1995720327879473e-05,191816277.14881396,8.2901,1.0827076,-1.81036879,-8.95056188,0.82005383,47.87382904,29.83401395,6586409535.7086115,0.6159,7074296492.33,,2023-03-02T19:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-02 19:18:37.620627
14,1958,TRON,TRX,tron,731,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91405023472.9462,91405050349.77472,,15,71659659264.0,4981830918.67796,,2023-03-02T19:17:00.000Z,0.06952071737216181,212927981.0662842,-0.8709,0.29655991,-0.92080231,-0.34884097,11.57745089,26.61946548,28.11095566,6354542803.258509,0.5942,6354544671.75,,2023-03-02T19:17:00.000Z,,,,,,2023-03-02 19:18:37.620627
